gene	siADNP1	siADNP2	siADNP3	SCR1	SCR2	SCR3
KRTAP19-2	0	0	0	0	0	0
KRTAP19-3	0	0	0	0	0	0
KRTAP19-4	0	0	0	0	0	0
KRTAP19-5	0	0	0	0	0	0
KRTAP19-6	0	0	0	0	0	0
KRTAP19-7	0	0	0	0	0	0
KRTAP19-8	0	0	0	0	0	0
KRTAP2-1	0	0	0	0	0	0
KRTAP2-2	0	0	0	0	0	0
KRTAP2-4	0	1	0	0	2	1
KRTAP20-1	0	0	0	0	0	0
KRTAP20-2	0	0	0	0	0	0
KRTAP20-3	0	0	0	0	0	0
KRTAP20-4	0	0	0	0	0	0
KRTAP21-1	0	0	0	0	1	0
KRTAP21-2	0	0	0	0	0	0
KRTAP21-3	0	0	0	0	0	0
KRTAP22-1	0	0	0	0	0	0
KRTAP22-2	0	0	0	0	0	0
KRTAP23-1	0	0	0	0	0	0
KRTAP24-1	0	0	0	0	0	0
KRTAP25-1	0	0	1	0	0	0
KRTAP26-1	0	0	0	1	0	0
KRTAP27-1	0	0	0	0	0	0
KRTAP3-1	0	0	0	0	2	1
KRTAP3-2	0	0	0	0	0	0
KRTAP3-3	0	0	0	0	0	0
KRTAP4-1	0	0	0	0	0	0
KRTAP4-11	0	0	1	1	0	0
KRTAP4-12	0	0	0	0	1	0
KRTAP4-2	0	0	0	0	0	0
KRTAP4-3	0	0	0	0	0	0
KRTAP4-4	0	0	0	0	0	0
KRTAP4-5	0	0	0	0	0	0
KRTAP4-6	0	0	0	0	0	0
KRTAP4-7	1	1	0	0	0	0
KRTAP4-8	0	0	0	0	1	0
KRTAP4-9	0	0	0	0	2	0
KRTAP5-1	0	0	0	0	0	0
KRTAP5-10	0	1	0	0	0	1
KRTAP5-11	0	0	0	0	0	0
KRTAP5-2	0	0	0	0	0	0
KRTAP5-3	0	0	0	0	0	0
KRTAP5-4	0	0	0	0	0	0
KRTAP5-5	0	0	0	0	0	0
KRTAP5-6	1	1	1	1	1	0
KRTAP5-7	0	0	0	1	0	0
KRTAP5-8	0	1	0	0	0	0
KRTAP5-9	0	0	1	1	0	0
KRTAP6-1	0	0	0	0	0	0
KRTAP6-2	0	0	0	0	0	0
KRTAP6-3	0	0	0	0	0	0
KRTAP7-1	0	0	0	0	0	0
KRTAP8-1	0	0	0	0	0	0
KRTAP9-1	0	0	0	0	0	0
KRTAP9-2	0	0	0	0	0	0
KRTAP9-3	0	0	0	0	0	0
KRTAP9-4	0	0	0	0	0	0
KRTAP9-8	0	0	0	0	0	0
KRTAP9-9	0	0	0	0	0	0
KRTCAP2	797	699	768	774	985	635
KRTCAP3	143	139	124	116	155	106
KRTDAP	4	1	3	1	3	3
KSR1	96	96	82	79	83	77
KSR2	944	1174	731	628	669	583
KTI12	112	102	87	112	109	86
KTN1	1329	1703	1325	1991	2217	1926
KTN1-AS1	33	29	27	34	40	32
KXD1	777	799	774	855	1056	857
KY	0	0	0	0	0	0
KYNU	0	0	0	0	1	1
L1CAM	108	130	79	60	68	56
L1TD1	1	0	1	1	1	2
L2HGDH	244	255	252	294	376	271
L3MBTL1	53	59	30	37	44	50
L3MBTL2	388	418	356	509	541	418
L3MBTL3	679	750	632	831	1092	826
L3MBTL4	0	0	0	0	0	0
LACC1	83	83	54	107	127	92
LACE1	36	43	16	52	57	37
LACRT	0	0	0	0	0	0
LACTB	98	116	97	111	124	85
LACTB2	353	324	337	429	455	350
LAD1	450	473	430	526	587	532
LAG3	4	6	3	4	8	7
LAGE3	128	103	112	116	124	111
LAIR1	9	17	9	11	12	9
LAIR2	0	0	0	0	0	0
LALBA	0	1	0	0	0	0
LAMA1	2	1	3	3	3	0
LAMA2	84	103	85	64	98	87
LAMA3	57	91	74	171	136	136
LAMA4	34	60	48	37	49	42
LAMA5	1291	1420	1052	1112	1312	1177
LAMB1	453	542	422	318	338	310
LAMB2	555	702	572	610	705	578
LAMB2P1	3	6	5	3	4	1
LAMB3	184	234	193	258	345	224
LAMB4	0	0	0	1	0	0
LAMC1	1679	2048	1581	1912	2357	1833
LAMC2	307	400	354	510	603	460
LAMC3	139	175	131	80	88	74
LAMP1	798	949	785	852	945	801
LAMP2	660	796	680	481	534	466
LAMP3	61	85	48	49	59	34
LAMP5	1	0	0	0	0	1
LAMTOR1	345	335	291	324	377	290
LAMTOR2	168	190	235	191	184	172
LAMTOR3	203	247	209	235	283	232
LANCL1	673	864	685	929	1067	905
LANCL2	203	231	183	234	253	237
LANCL3	15	24	31	21	30	26
LAP3	613	691	624	768	895	681
LAPTM4A	922	1052	915	1046	1212	1017
LAPTM4B	3502	4420	3729	4149	4767	4066
LAPTM5	1	4	3	2	5	4
LARGE	1	1	0	1	2	0
LARP1	2633	3084	2516	2786	2871	2437
LARP1B	423	438	374	555	628	475
LARP4	2495	2937	2377	3302	3690	3128
LARP4B	1211	1522	1115	1460	1623	1290
LARP6	192	207	158	173	245	153
LARP7	835	886	862	1125	1246	976
LARS	2387	2925	2441	2750	3212	2466
LARS2	567	717	556	713	769	677
LAS1L	614	660	592	751	740	703
LASP1	1505	1643	1397	1682	1836	1517
LAT	10	10	11	10	7	12
LAT2	54	78	62	37	53	28
LATS1	318	343	275	345	408	314
LATS2	227	250	203	305	357	291
LAX1	0	0	0	0	0	0
LAYN	0	0	0	0	0	0
LBH	0	1	1	1	0	0
LBP	0	0	0	0	0	0
LBR	1373	1730	1329	1579	1901	1555
LBX1	0	0	0	0	0	0
LBX2	23	32	36	33	20	18
LCA5	54	69	58	58	73	54
LCA5L	8	13	10	23	17	11
LCAT	24	20	14	16	33	33
LCE1A	0	0	0	0	0	0
LCE1B	1	0	0	0	0	1
LCE1C	0	0	0	0	0	0
LCE1D	0	0	0	0	0	0
LCE1E	0	1	0	1	2	0
LCE1F	0	1	0	0	0	0
LCE2A	0	0	0	0	0	0
LCE2B	0	0	0	0	0	0
LCE2C	0	0	0	0	0	0
LCE2D	1	0	0	0	0	0
LCE3A	0	0	0	0	0	0
LCE3B	0	0	0	0	0	0
LCE3C	0	0	0	0	0	0
LCE3D	0	0	0	0	0	0
LCE3E	0	0	0	0	0	0
LCE4A	0	0	0	0	0	0
LCE5A	0	0	0	0	0	0
LCE6A	0	0	0	0	0	0
LCK	3	1	0	1	0	0
LCLAT1	847	1024	836	981	1041	905
LCMT1	286	333	260	426	485	353
LCMT2	110	120	112	129	142	114
LCN1	0	0	0	0	0	0
LCN10	0	0	0	0	0	0
LCN12	0	0	0	0	0	0
LCN15	1	3	0	0	4	2
LCN2	2	0	1	2	4	0
LCN6	0	0	0	0	0	0
LCN8	1	0	0	0	0	0
LCN9	0	0	0	0	0	0
LCNL1	0	0	0	0	0	0
LCOR	700	760	568	604	709	577
LCORL	234	302	228	296	308	262
LCP1	5	2	4	1	4	3
LCP2	0	0	0	1	0	0
LCT	12	13	9	12	12	13
LCTL	0	0	0	1	0	1
LDB1	413	566	423	454	528	497
LDB2	0	0	1	1	0	0
LDB3	0	1	1	6	1	0
LDHA	7201	8681	7315	8954	10559	8758
LDHAL6A	2	0	0	0	0	0
LDHAL6B	0	1	0	0	0	0
LDHB	12797	14154	12487	15736	17784	14532
LDHC	0	0	0	0	1	0
LDHD	9	9	16	12	20	22
LDLR	1037	1187	980	1193	1436	1168
LDLRAD1	2	2	2	0	0	0
LDLRAD2	0	0	0	0	0	0
LDLRAD3	435	500	409	504	572	437
LDLRAP1	122	140	115	140	167	149
LDOC1	0	0	0	0	0	0
LDOC1L	373	440	354	494	500	432
LEAP2	5	4	2	4	1	3
LECT1	0	0	0	0	0	0
LECT2	0	0	0	0	0	0
LEF1	0	0	0	0	1	0
LEFTY1	0	0	0	0	1	0
LEFTY2	0	0	0	0	0	0
LEKR1	21	19	19	31	40	37
LELP1	0	0	0	0	0	0
LEMD1	1	3	1	1	2	4
LEMD2	275	290	237	266	290	255
LEMD3	562	604	532	606	694	552
LENEP	1	1	0	1	0	0
LENG1	87	70	78	72	99	63
LENG8	712	842	747	672	751	557
LENG9	44	40	39	23	38	27
LEO1	743	810	757	859	925	766
LEP	0	0	0	1	0	0
LEPR	51	70	63	63	71	63
LEPRE1	141	224	145	147	163	139
LEPREL1	11	9	11	8	7	10
LEPREL2	108	129	136	111	98	98
LEPREL4	148	195	146	119	181	158
LEPROT	116	131	126	165	217	167
LEPROTL1	579	662	598	598	694	597
LETM1	1317	1552	1266	1618	1763	1507
LETM2	63	69	53	93	99	87
LETMD1	187	234	207	291	330	230
LEUTX	0	0	0	0	0	0
LFNG	43	56	33	30	49	35
LGALS1	895	854	819	993	1250	942
LGALS12	0	0	0	0	0	0
LGALS13	0	0	0	0	0	0
LGALS14	0	0	0	0	0	0
LGALS16	0	0	0	0	0	0
LGALS17A	0	0	0	0	0	0
LGALS2	0	0	0	0	0	0
LGALS3	268	254	248	349	340	291
LGALS3BP	764	808	792	562	697	557
LGALS4	0	0	1	1	0	3
LGALS7	0	0	0	0	0	0
LGALS7B	0	0	1	1	1	1
LGALS8	364	426	370	477	545	468
LGALS8-AS1	1	0	2	3	4	0
LGALS9	3	2	2	2	0	1
LGALS9B	0	0	0	0	0	0
LGALS9C	0	0	0	0	0	0
LGALSL	255	282	222	265	290	238
LGI1	0	0	0	0	0	2
LGI2	0	0	1	0	1	0
LGI3	29	28	17	19	26	12
LGI4	2	0	1	3	2	2
LGMN	367	461	391	379	395	315
LGR4	204	225	195	169	245	186
LGR5	1	0	0	0	0	0
LGR6	0	0	2	3	8	0
LGSN	1	2	0	0	1	0
LHB	0	0	0	3	1	0
LHCGR	0	0	0	0	0	0
LHFP	2	4	3	2	3	3
LHFPL1	0	0	0	0	0	0
LHFPL2	301	367	306	319	444	329
LHFPL3	0	0	0	0	0	0
LHFPL4	0	0	0	0	0	1
LHFPL5	2	3	3	2	0	1
LHPP	181	180	179	109	146	134
LHX1	1	4	0	0	0	1
LHX2	90	96	85	73	85	68
LHX3	0	0	0	0	0	1
LHX4	4	3	4	3	2	1
LHX5	8	13	8	11	22	9
LHX6	34	30	40	33	31	15
LHX8	0	0	0	0	0	0
LHX9	4	2	3	2	3	2
LIAS	210	175	159	242	283	199
LIF	144	159	132	160	190	144
LIFR	514	656	461	510	556	482
LIG1	536	596	532	657	684	523
LIG3	454	516	392	469	474	451
LIG4	231	263	222	287	383	285
LILRA1	0	0	0	0	0	0
LILRA2	0	0	0	0	0	0
LILRA3	0	0	0	0	1	0
LILRA4	0	0	0	0	0	0
LILRA5	0	0	0	0	0	0
LILRA6	0	0	0	1	1	1
LILRB1	0	0	0	0	0	0
LILRB2	0	0	0	0	0	0
LILRB3	0	0	0	0	0	0
LILRB4	0	0	0	0	0	0
LILRB5	0	0	0	0	0	0
LILRP2	0	0	0	0	0	0
LIM2	0	0	0	0	0	0
LIMA1	993	1172	995	1740	2010	1591
LIMCH1	125	169	103	103	99	75
LIMD1	604	700	527	640	638	571
LIMD2	38	37	43	29	34	24
LIME1	39	53	46	37	64	48
LIMK1	379	455	358	456	535	418
LIMK2	243	240	183	233	234	201
LIMS1	755	883	619	773	915	735
LIMS2	14	14	6	5	10	8
LIMS3	0	0	0	0	0	0
LIMS3-LOC440895	0	0	0	0	0	0
LIMS3L	0	0	0	0	0	0
LIN28A	0	1	0	1	2	1
LIN28B	6	0	6	7	14	10
LIN37	47	44	43	70	59	46
LIN52	120	162	131	173	198	137
LIN54	479	512	420	591	728	525
LIN7A	36	31	35	28	49	32
LIN7B	20	16	13	21	18	29
LIN7C	1303	1561	1258	1514	1572	1398
LIN9	290	395	312	367	403	346
LINC00028	0	0	0	0	0	0
LINC00029	0	0	0	0	0	0
LINC00032	0	0	1	0	0	0
LINC00051	0	0	1	1	0	0
LINC00052	0	0	0	0	0	0
LINC00085	55	50	40	24	35	26
LINC00086	8	12	8	8	10	4
LINC00087	2	13	9	4	7	6
LINC00092	0	0	0	0	0	0
LINC00094	149	157	141	125	130	107
LINC00102	0	0	0	0	0	0
LINC00111	0	0	0	0	0	0
LINC00112	0	0	0	0	0	0
LINC00113	0	0	0	0	0	0
LINC00114	0	0	0	0	0	0
LINC00115	11	19	14	12	15	18
LINC00116	116	110	94	129	190	126
LINC00152	49	58	50	60	78	66
LINC00158	0	0	0	2	1	0
LINC00159	0	0	0	0	0	0
LINC00160	0	0	0	0	0	0
LINC00161	0	0	0	0	0	0
LINC00162	0	0	0	0	0	0
LINC00163	0	0	0	0	0	0
LINC00167	0	1	0	2	2	5
LINC00173	57	62	44	77	88	73
LINC00174	31	33	31	48	41	40
LINC00176	6	6	5	8	10	5
LINC00184	0	0	0	0	0	0
LINC00189	0	0	1	0	0	0
LINC00200	0	0	0	0	0	0
LINC00202	7	13	5	4	7	9
LINC00204A	0	0	0	0	0	0
LINC00204B	0	0	0	0	0	0
LINC00207	0	0	0	0	0	0
LINC00208	0	0	0	0	0	0
LINC00221	0	0	0	0	0	0
LINC00222	2	2	2	1	2	0
LINC00226	0	0	0	0	0	0
LINC00229	0	0	0	0	0	0
LINC00230A	0	0	0	0	0	0
LINC00230B	0	0	0	0	0	0
LINC00235	1	5	1	0	1	2
LINC00238	0	0	0	0	1	0
LINC00239	5	8	3	6	6	7
LINC00240	5	1	3	7	6	1
LINC00242	0	3	4	2	0	0
LINC00244	0	0	0	0	1	0
LINC00246A	0	0	0	0	0	0
LINC00246B	0	0	0	0	0	0
LINC00251	0	0	0	0	0	0
LINC00254	0	0	0	0	0	0
LINC00256A	1	0	0	0	0	0
LINC00256B	0	0	0	0	0	0
LINC00260	4	10	4	3	3	7
LINC00261	0	0	0	0	0	0
LINC00263	161	168	147	134	177	126
LINC00264	0	0	0	0	0	0
LINC00265	59	55	37	81	79	71
LINC00266-1	0	0	1	4	2	1
LINC00271	2	0	2	1	1	1
LINC00272	0	0	1	0	1	0
LINC00273	0	0	0	0	0	0
LINC00277	2	1	1	0	0	0
LINC00281	0	0	0	0	0	0
LINC00282	0	3	1	0	3	5
LINC00284	0	1	0	0	1	0
LINC00290	0	0	0	0	0	0
LINC00293	0	0	0	0	0	0
LINC00294	61	54	54	49	60	44
LINC00299	0	0	0	0	1	0
LINC00301	0	0	0	0	0	0
LINC00303	0	1	1	1	0	0
LINC00304	1	1	0	0	0	1
LINC00305	0	0	0	0	0	0
LINC00307	0	0	0	0	0	0
LINC00308	0	0	0	0	0	0
LINC00309	0	0	0	0	0	0
LINC00310	3	4	1	0	1	3
LINC00311	0	0	1	0	0	3
LINC00312	0	1	0	2	6	3
LINC00313	0	0	0	0	0	0
LINC00314	0	0	0	0	0	0
LINC00315	0	0	0	0	0	0
LINC00317	0	0	0	0	0	0
LINC00319	1	0	0	0	0	2
LINC00320	0	0	0	0	0	0
LINC00323	0	0	1	0	1	0
LINC00324	10	12	6	16	3	8
LINC00326	1	3	6	5	2	1
LINC00327	1	0	0	0	0	0
LINC00330	0	0	0	0	0	0
LINC00336	0	0	0	0	0	0
LINC00338	23	32	28	34	34	28
LINC00339	59	60	46	42	75	65
LINC00340	2	0	0	0	0	0
LINC00341	5	4	5	8	2	6
LINC00346	97	120	97	183	226	181
LINC00347	0	0	0	0	0	0
LINC00410	0	0	0	0	0	0
LINC00421	0	0	0	0	0	0
LINC00426	2	0	0	0	0	0
LINC00442	0	0	0	0	0	0
LINC00460	14	18	17	32	39	34
LINC00461	1	0	0	2	1	1
LINC00466	3	2	2	2	4	6
LINC00467	127	126	115	157	198	128
LINC00469	0	0	0	0	2	0
LINC00470	10	8	3	10	14	11
LINC00471	14	12	14	5	13	5
LINC00472	0	0	0	1	0	0
LINC00473	0	0	0	0	1	0
LINC00474	0	0	0	0	0	0
LINC00475	0	0	1	0	0	0
LINC00476	64	47	41	85	107	67
LINC00477	0	0	0	0	0	0
LINC00478	0	0	0	0	0	1
LINC00479	1	1	1	0	0	0
LINC00482	7	7	7	9	8	5
LINC00483	0	0	0	0	0	0
LINC00485	0	0	0	0	0	0
LINC00486	0	2	0	0	0	1
LINC00487	0	0	0	0	0	0
LINC00488	0	0	0	0	0	0
LINC00493	114	123	114	129	155	139
LINC00494	0	0	0	1	0	0
LINC00511	4	7	5	8	1	2
LINC00514	0	0	0	0	0	0
LINC00515	4	3	7	2	10	6
LINC00518	1	1	0	2	4	1
LINC00520	0	0	1	0	0	0
LINC00521	0	0	0	0	0	0
LINC00523	0	0	1	2	1	0
LINC00525	0	0	0	0	0	0
LINC00526	0	0	0	0	0	0
LINC00535	5	6	8	4	11	10
LINC00536	0	0	0	0	0	0
LINC00538	0	0	0	1	0	0
LINC00547	0	0	0	0	0	0
LINC00548	0	0	0	0	0	0
LINC00550	0	0	2	0	0	0
LINC00552	0	0	0	0	0	0
LINC00574	1	0	2	7	4	1
LINC00575	0	0	0	0	0	2
LINGO1	241	219	196	188	207	192
LINGO2	0	0	0	0	1	0
LINGO3	0	1	0	0	0	0
LINGO4	0	0	0	0	0	0
LINS	174	158	148	190	214	181
LIPA	295	408	352	334	400	355
LIPC	0	0	0	0	0	1
LIPE	47	52	32	35	43	28
LIPF	0	0	0	0	0	1
LIPG	9	14	15	6	8	10
LIPH	101	133	98	211	247	204
LIPI	0	0	0	0	0	0
LIPJ	0	0	0	0	0	0
LIPK	0	0	0	1	1	0
LIPM	0	0	0	0	0	0
LIPN	0	0	0	0	0	0
LIPT1	52	54	51	61	82	63
LIPT2	4	6	3	1	10	4
LITAF	307	396	311	265	330	273
LIX1	1	0	1	0	0	0
LIX1L	61	89	77	67	74	73
LLGL1	310	295	254	288	337	266
LLGL2	513	597	428	474	639	534
LLPH	1148	1096	984	1180	1337	978
LMAN1	1981	2370	1953	2242	2680	2053
LMAN1L	0	0	0	0	0	0
LMAN2	1066	1230	1031	1034	1125	952
LMAN2L	222	270	242	180	208	186
LMBR1	834	965	731	873	965	773
LMBR1L	120	113	114	152	156	127
LMBRD1	54	59	51	85	80	73
LMBRD2	15	42	16	19	40	27
LMCD1	23	24	17	30	21	20
LMF1	64	48	43	40	37	37
LMF2	291	322	299	306	360	287
LMLN	166	217	195	297	344	242
LMNA	1710	1880	1589	2353	2872	2400
LMNB1	1562	1931	1580	2005	2147	1835
LMNB2	3161	3545	2946	2825	2958	2553
LMO1	7	3	5	3	1	3
LMO2	19	17	15	8	15	14
LMO3	0	0	0	0	1	0
LMO4	220	268	220	276	322	239
LMO7	95	104	83	162	193	145
LMOD1	1	0	1	2	2	0
LMOD2	0	0	1	1	2	0
LMOD3	1	3	0	0	1	1
LMTK2	527	650	483	561	599	529
LMTK3	82	63	54	29	59	53
LMX1A	0	0	0	0	0	0
LMX1B	170	214	153	156	233	144
LNP1	12	14	13	10	19	16
LNPEP	240	267	177	278	316	253
LNX1	37	49	35	67	76	56
LNX2	295	369	299	372	422	363
LOC100009676	23	18	15	31	37	35
LOC100093631	0	0	0	0	0	0
LOC100093698	0	0	0	0	0	0
LOC100101266	0	0	0	0	0	0
LOC100124692	1	1	0	0	2	1
LOC100125556	42	43	43	52	76	71
LOC100126784	1	0	0	0	1	1
LOC100127888	3	0	0	2	0	0
LOC100127983	2	3	1	1	4	1
LOC100128023	5	1	2	1	0	1
LOC100128054	0	0	0	0	0	0
LOC100128071	6	4	2	4	3	7
LOC100128076	0	0	0	0	0	3
LOC100128098	0	0	0	0	0	0
LOC100128126	0	0	0	0	0	0
LOC100128164	0	0	2	2	5	0
LOC100128176	0	0	0	0	0	0
LOC100128191	29	29	34	43	54	28
LOC100128239	1	1	0	0	0	0
LOC100128252	0	0	0	0	0	0
LOC100128264	0	0	0	0	0	0
LOC100128288	19	17	14	15	18	22
LOC100128292	8	6	4	3	6	3
LOC100128338	186	193	147	176	209	185
LOC100128361	6	7	3	9	4	7
LOC100128398	0	0	0	0	0	0
LOC100128420	0	0	0	0	0	0
LOC100128496	0	0	0	0	0	1
LOC100128505	0	0	0	0	0	0
LOC100128511	0	1	2	3	0	0
LOC100128531	0	0	0	1	0	0
LOC100128554	0	0	0	0	0	0
LOC100128568	3	4	4	1	3	1
LOC100128573	0	1	0	1	0	0
LOC100128590	0	0	0	0	0	0
LOC100128593	0	0	0	0	0	0
LOC100128640	2	1	0	3	2	1
LOC100128675	0	0	1	0	0	0
LOC100128682	1	0	0	0	0	0
LOC100128714	0	0	0	0	0	0
LOC100128750	0	1	0	0	2	0
LOC100128787	0	0	0	0	0	0
LOC100128788	7	5	3	9	11	3
LOC100128811	0	0	0	1	0	0
LOC100128822	3	2	3	2	12	7
LOC100128881	220	288	204	176	180	187
LOC100128946	0	0	0	1	0	0
LOC100128993	0	0	0	0	0	0
LOC100129027	0	0	0	0	0	0
LOC100129034	146	190	168	147	161	128
LOC100129046	0	1	0	2	1	0
LOC100129055	0	0	1	1	0	0
LOC100129083	3	1	0	0	6	0
LOC100129138	0	0	0	0	0	0
LOC100129148	0	0	0	0	0	1
LOC100129175	1	0	1	1	0	2
LOC100129196	7	9	7	11	18	16
LOC100129213	0	0	0	0	0	0
LOC100129216	0	0	0	0	0	0
LOC100129250	17	26	36	27	34	35
LOC100129269	0	0	0	1	0	0
LOC100129316	0	0	0	1	0	0
LOC100129345	0	0	0	0	0	0
LOC100129361	146	166	142	195	224	187
LOC100129387	174	236	162	215	206	191
LOC100129407	0	0	0	0	0	0
LOC100129427	0	0	0	0	0	0
LOC100129480	0	0	0	0	0	0
LOC100129515	0	0	0	0	0	0
LOC100129518	1	5	1	2	1	4
LOC100129520	0	0	0	0	0	0
LOC100129534	12	22	14	36	20	15
LOC100129550	41	52	26	43	48	45
LOC100129617	24	29	16	15	22	16
LOC100129620	0	0	0	0	0	1
LOC100129636	0	0	0	0	0	0
LOC100129662	0	0	0	0	0	0
LOC100129716	6	4	4	3	3	3
LOC100129722	1	3	2	1	1	4
LOC100129726	7	4	3	2	7	5
LOC100129794	20	24	33	31	41	32
LOC100129845	5	4	7	2	4	2
LOC100129858	3	12	4	2	6	8
LOC100129917	67	92	71	120	103	88
LOC100129924	6	3	0	4	2	4
LOC100129931	0	0	0	0	0	1
LOC100129935	0	0	0	0	0	0
LOC100129961	12	19	16	26	31	24
LOC100130000	0	1	0	1	0	2
LOC100130015	0	0	0	0	0	0
LOC100130093	2	7	7	5	10	5
LOC100130155	0	0	0	0	0	0
LOC100130197	0	0	0	0	0	0
LOC100130231	0	0	0	0	0	1
LOC100130238	20	11	7	9	20	10
LOC100130264	0	0	0	0	0	0
LOC100130275	2	1	0	2	1	0
LOC100130298	0	0	0	0	0	0
LOC100130301	0	0	1	0	0	0
LOC100130331	0	0	0	1	2	1
LOC100130348	0	0	0	0	2	0
LOC100130357	6	1	2	10	2	4
LOC100130417	0	0	0	0	1	0
LOC100130451	0	0	0	0	0	0
LOC100130452	0	0	0	0	0	0
LOC100130480	0	0	0	0	0	0
LOC100130522	5	2	5	4	1	3
LOC100130557	19	23	14	20	26	15
LOC100130581	52	74	40	57	54	48
LOC100130673	0	3	0	0	4	3
LOC100130691	29	16	16	52	38	38
LOC100130700	0	0	0	0	0	0
LOC100130705	3	5	4	4	3	4
LOC100130744	16	11	5	15	13	15
LOC100130776	69	76	64	62	66	55
LOC100130849	0	0	0	0	0	0
LOC100130855	2	0	0	14	11	5
LOC100130872	1	0	0	1	0	0
LOC100130880	0	0	0	0	0	0
LOC100130890	34	32	34	52	53	30
LOC100130894	0	0	0	0	0	0
LOC100130899	61	78	48	92	84	76
LOC100130950	18	11	14	19	21	12
LOC100130954	0	0	0	0	0	0
LOC100130964	0	0	0	0	0	0
LOC100130987	16	16	21	11	19	16
LOC100130992	2	7	3	8	6	8
LOC100131047	2	0	1	0	0	0
LOC100131060	3	4	1	4	3	7
LOC100131067	51	60	42	42	77	53
LOC100131089	44	53	35	68	60	69
LOC100131094	0	0	0	0	0	1
LOC100131096	16	26	20	16	28	27
LOC100131138	6	11	12	9	11	8
LOC100131176	0	0	0	0	0	0
LOC100131193	20	19	15	14	18	15
LOC100131208	2	0	0	0	0	0
LOC100131234	10	15	11	9	20	14
LOC100131257	1	0	0	0	1	0
LOC100131289	2	0	0	1	0	2
LOC100131320	0	0	2	1	0	1
LOC100131347	4	4	4	2	5	3
LOC100131366	0	0	0	0	0	0
LOC100131434	1	1	0	0	0	0
LOC100131496	0	0	0	1	1	1
LOC100131551	0	1	0	1	0	1
LOC100131564	65	97	52	89	104	96
LOC100131626	0	1	0	0	0	0
LOC100131635	0	0	0	0	0	0
LOC100131655	4	6	3	1	9	0
LOC100131691	15	10	16	18	17	8
LOC100131726	0	0	0	0	0	1
LOC100131733	0	0	0	0	0	0
LOC100131825	0	0	0	0	2	0
LOC100132062	0	0	0	0	0	0
LOC100132077	1	0	0	0	0	1
LOC100132078	0	0	0	0	0	0
LOC100132111	1	0	0	0	2	1
LOC100132146	0	0	0	0	0	0
LOC100132163	0	0	0	0	0	0
LOC100132215	1	3	0	0	1	0
LOC100132247	20	18	18	22	20	19
LOC100132273	10	11	16	14	13	10
LOC100132287	0	0	0	0	0	0
LOC100132352	21	28	20	37	34	35
LOC100132354	1	0	0	0	0	0
LOC100132356	6	3	7	3	7	7
LOC100132396	0	0	0	0	0	0
LOC100132526	0	0	0	0	0	0
LOC100132707	16	29	14	23	15	17
LOC100132724	9	9	6	9	7	22
LOC100132735	0	0	0	0	0	0
LOC100132741	0	0	0	0	0	0
LOC100132774	16	14	12	18	16	13
LOC100132781	0	0	0	0	0	0
LOC100132831	0	0	0	0	0	0
LOC100132832	4	4	6	3	9	5
LOC100132891	0	0	0	0	1	0
LOC100132987	0	0	0	0	0	0
LOC100133050	0	1	5	1	0	0
LOC100133091	13	15	18	21	20	22
LOC100133123	0	0	0	0	0	0
LOC100133161	3	3	2	2	5	1
LOC100133267	0	0	0	0	0	0
LOC100133286	0	0	0	0	0	0
LOC100133308	0	0	0	0	1	0
LOC100133315	15	24	15	33	29	15
LOC100133331	20	14	15	24	26	14
LOC100133445	0	0	0	0	0	0
LOC100133461	0	0	0	0	0	0
LOC100133612	2	0	1	2	1	1
LOC100133669	3	2	1	3	0	1
LOC100133920	0	0	0	0	0	0
LOC100133957	1	0	2	1	1	3
LOC100133985	0	0	0	0	0	0
LOC100133991	18	22	18	14	22	17
LOC100134015	0	0	0	0	0	0
LOC100134229	6	7	8	14	16	13
LOC100134259	1	1	0	0	0	0
LOC100134317	0	0	0	0	0	0
LOC100134368	1	2	0	3	0	2
LOC100134713	3	4	6	4	15	3
LOC100134868	8	3	4	5	6	2
LOC100144595	0	0	0	0	0	1
LOC100144597	0	0	0	0	0	0
LOC100144602	0	0	0	0	0	0
LOC100144603	18	24	18	18	30	23
LOC100144604	0	0	0	0	0	0
LOC100169752	0	0	0	0	0	0
LOC100170939	0	0	0	0	0	0
LOC100188947	0	0	0	0	1	0
LOC100189589	0	0	0	0	0	3
LOC100190938	0	0	0	0	0	0
LOC100190940	0	0	0	0	0	0
LOC100190986	4	1	1	6	4	0
LOC100192204	1	3	0	1	2	1
LOC100192378	0	0	0	0	0	0
LOC100192426	0	0	2	0	0	0
LOC100216001	0	0	0	0	0	0
LOC100216479	0	0	1	1	0	0
LOC100216545	64	58	43	53	76	73
LOC100216546	35	44	36	67	46	49
LOC100233156	0	0	0	0	0	0
LOC100233209	0	0	0	0	0	0
LOC100240734	0	0	0	0	0	0
LOC100240735	0	0	0	0	1	0
LOC100268168	7	9	9	14	10	7
LOC100270679	0	0	0	0	0	0
LOC100270746	3	5	1	1	2	5
LOC100270804	2	10	3	6	12	7
LOC100271702	0	1	0	0	1	0
LOC100271722	0	0	0	0	0	0
LOC100271832	1	0	0	0	0	0
LOC100271836	69	91	68	102	107	84
LOC100272216	0	1	1	0	3	1
LOC100272217	8	7	5	11	15	6
LOC100272228	11	17	10	12	11	7
LOC100286793	0	0	0	0	0	0
LOC100286844	8	2	4	8	6	5
LOC100286922	0	0	0	0	0	0
LOC100286938	0	0	0	0	0	0
